STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,COU,Reporting country,FLW,Flow,PAR,Partner country,CAT,End-use,IND,Industry,VAL,Variable,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,GBR,United Kingdom,EXPO,Exports,GRC,Greece,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,1195157.868,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,DEU,Germany,EXPO,Exports,SVK,Slovak Republic,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,10864.812,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,SVK,Slovak Republic,IMPO,Imports,ESP,Spain,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,1193169.999,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,GRC,Greece,IMPO,Imports,AUS,Australia,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,104.819,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,FIN,Finland,EXPO,Exports,FRA,France,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,28813.819,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,LUX,Luxembourg,EXPO,Exports,HUN,Hungary,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,64.376,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,DNK,Denmark,IMPO,Imports,HUN,Hungary,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,3290.784,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,ESP,Spain,IMPO,Imports,FIN,Finland,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,1219776.989,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,JPN,Japan,IMPO,Imports,ITA,Italy,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,10213790.969,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,JPN,Japan,EXPO,Exports,CZE,Czechia,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,1288278.571,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,POL,Poland,IMPO,Imports,CZE,Czechia,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,105708.105,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,POL,Poland,IMPO,Imports,IRL,Ireland,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,188.665,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,USA,United States,EXPO,Exports,FIN,Finland,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,1174862.997,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,USA,United States,IMPO,Imports,PRT,Portugal,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,15924.927,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,NLD,Netherlands,EXPO,Exports,DEU,Germany,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,10911385.291,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,POL,Poland,EXPO,Exports,KOR,Korea,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,501804.454,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,FIN,Finland,EXPO,Exports,CZE,Czechia,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,336.409,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,GBR,United Kingdom,EXPO,Exports,NLD,Netherlands,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,6648818.607,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,NLD,Netherlands,IMPO,Imports,FRA,France,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,48186.923,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,FRA,France,EXPO,Exports,GRC,Greece,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,2974.754,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,DNK,Denmark,IMPO,Imports,AUS,Australia,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,43496.485,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,PRT,Portugal,EXPO,Exports,HUN,Hungary,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,5.696,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,NLD,Netherlands,EXPO,Exports,IRL,Ireland,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,22602.428,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,NLD,Netherlands,IMPO,Imports,SWE,Sweden,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,117425.796,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,JPN,Japan,EXPO,Exports,IRL,Ireland,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,765590.759,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,KOR,Korea,IMPO,Imports,USA,United States,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,2836168.286,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,IRL,Ireland,EXPO,Exports,BEL,Belgium,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,3045.424,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,IRL,Ireland,EXPO,Exports,ESP,Spain,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,2793321.592,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,AUS,Australia,EXPO,Exports,FRA,France,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,195105.561,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,BEL,Belgium,EXPO,Exports,FRA,France,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,3685732.908,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,BEL,Belgium,IMPO,Imports,CZE,Czechia,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,3801190.708,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,DNK,Denmark,IMPO,Imports,POL,Poland,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,2634.813,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,FRA,France,IMPO,Imports,DNK,Denmark,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,2876106.064,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,FRA,France,EXPO,Exports,PRT,Portugal,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,5051307.067,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,FRA,France,IMPO,Imports,IRL,Ireland,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,11019.158,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,JPN,Japan,IMPO,Imports,FRA,France,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,10012642.728,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,JPN,Japan,IMPO,Imports,GBR,United Kingdom,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,50840.098,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,CZE,Czechia,IMPO,Imports,DNK,Denmark,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,856714.147,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,PRT,Portugal,EXPO,Exports,KOR,Korea,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,375.166,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,POL,Poland,IMPO,Imports,SVK,Slovak Republic,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,19007.211,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,NLD,Netherlands,EXPO,Exports,JPN,Japan,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,4004541.169,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,SWE,Sweden,IMPO,Imports,FRA,France,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,8756.5,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,NLD,Netherlands,IMPO,Imports,ESP,Spain,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,71079.194,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,KOR,Korea,IMPO,Imports,ESP,Spain,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,1796948.892,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,KOR,Korea,IMPO,Imports,FIN,Finland,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,31196.085,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,LUX,Luxembourg,EXPO,Exports,NLD,Netherlands,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,8129.942,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,GBR,United Kingdom,EXPO,Exports,DEU,Germany,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,189617.71,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,FRA,France,EXPO,Exports,JPN,Japan,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,59108.627,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,HUN,Hungary,EXPO,Exports,ITA,Italy,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,723239.392,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,DEU,Germany,IMPO,Imports,CZE,Czechia,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,48254761.314,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,GBR,United Kingdom,EXPO,Exports,USA,United States,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,53787380.833,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,CZE,Czechia,EXPO,Exports,FIN,Finland,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,1005911.435,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,SWE,Sweden,IMPO,Imports,GBR,United Kingdom,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,1009736.296,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,SWE,Sweden,EXPO,Exports,PRT,Portugal,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,6.916,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,PRT,Portugal,EXPO,Exports,FRA,France,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,32463.816,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,SVK,Slovak Republic,IMPO,Imports,DNK,Denmark,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,178.667,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,SWE,Sweden,EXPO,Exports,DNK,Denmark,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,327946.785,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,SWE,Sweden,IMPO,Imports,CZE,Czechia,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,1650.701,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,GBR,United Kingdom,IMPO,Imports,ESP,Spain,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,137965.63,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,CZE,Czechia,EXPO,Exports,LUX,Luxembourg,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,227081.115,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,DNK,Denmark,IMPO,Imports,LUX,Luxembourg,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,5955.261,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,DNK,Denmark,IMPO,Imports,ITA,Italy,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,3055942.691,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,JPN,Japan,IMPO,Imports,SWE,Sweden,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,287.81,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,POL,Poland,IMPO,Imports,DNK,Denmark,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,42266.727,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,POL,Poland,EXPO,Exports,JPN,Japan,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,548783.55,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,HUN,Hungary,IMPO,Imports,FIN,Finland,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,314035.838,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,HUN,Hungary,IMPO,Imports,JPN,Japan,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,128.259,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,ITA,Italy,EXPO,Exports,SWE,Sweden,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,7516.524,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,DEU,Germany,IMPO,Imports,NLD,Netherlands,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,7877836.322,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,GBR,United Kingdom,EXPO,Exports,LUX,Luxembourg,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,356.494,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,HUN,Hungary,EXPO,Exports,GBR,United Kingdom,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,3901409.887,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,FRA,France,IMPO,Imports,AUS,Australia,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,220098.979,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,SWE,Sweden,IMPO,Imports,DNK,Denmark,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,436198.482,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,FRA,France,EXPO,Exports,FIN,Finland,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,10131.959,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,SVK,Slovak Republic,IMPO,Imports,BEL,Belgium,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,820529.479,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,CZE,Czechia,EXPO,Exports,LUX,Luxembourg,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,45.853,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,CZE,Czechia,IMPO,Imports,HUN,Hungary,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,3762142.484,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,BEL,Belgium,IMPO,Imports,HUN,Hungary,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,1669065.832,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,ITA,Italy,IMPO,Imports,ESP,Spain,TOTAL,Total trade in goods,D10T32,Manufacturing [C],VALUE,Values in thousand USD,2017,,22300351.68,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,LUX,Luxembourg,EXPO,Exports,CZE,Czechia,TOTAL,Total trade in goods,D01T03,"Agriculture, forestry and fishing [A]",VALUE,Values in thousand USD,2017,,5256.382,,A,,USD,US Dollar,3,Thousands,,
DATAFLOW,OECD:DF_BTDIXE_I4(1.0),Bilateral Trade in Goods by Industry and End-use (BTDIxE),I,CZE,Czechia,EXPO,Exports,SVK,Slovak Republic,TOTAL,Total trade in goods,D05T08,Mining and quarrying [B],VALUE,Values in thousand USD,2017,,244895.401,,A,,USD,US Dollar,3,Thousands,,
